week;day_index;workout_name;exercise_name;target_sets;target_reps;notes
5;4;Legs (Hypertrophy Focus);Machine Hip Abduction;2;10-12;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
5;4;Legs (Hypertrophy Focus);Standing Calf Raise;2;10-12;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
6;0;Upper (Strength Focus);45° Incline DB Press;2;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
6;0;Upper (Strength Focus);Pec Deck;2;10-12;Focus on bringing your elbows together - not your hands
6;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;2;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
6;0;Upper (Strength Focus);High-Cable Lateral Raise;2;10-12;Focus on squeezing your lateral delt to move the weight.
6;0;Upper (Strength Focus);Smith Machine Row;2;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
6;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);2;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
6;0;Upper (Strength Focus);Bayesian Cable Curl;2;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
6;1;Lower (Strength Focus);Lying Leg Curl;2;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
6;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;2;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
6;1;Lower (Strength Focus);45° Hyperextension;2;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
6;1;Lower (Strength Focus);Leg Extension;2;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
6;1;Lower (Strength Focus);Leg Press Calf Press;2;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
6;1;Lower (Strength Focus);Machine Crunch;2;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
6;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;2;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
6;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;2;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
6;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;2;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
6;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;2;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
6;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;2;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
6;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;2;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
6;2;Pull (Hypertrophy Focus); DB Concentration Curl;1;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
6;3;Push (Hypertrophy Focus);Machine Chest Press;2;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
6;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;2;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
6;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;2;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
6;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;2;12-15;Focus on squeezing your lateral delt to move the weight.
6;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;2;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
6;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);1;15-20;Focus on squeezing your triceps to move the weight
6;3;Push (Hypertrophy Focus);Ab Wheel Rollout;2;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
6;4;Legs (Hypertrophy Focus);Hack Squat;2;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
6;4;Legs (Hypertrophy Focus);Seated Leg Curl;2;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
6;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
6;4;Legs (Hypertrophy Focus);Leg Extension;2;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
6;4;Legs (Hypertrophy Focus);Machine Hip Adduction;2;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
6;4;Legs (Hypertrophy Focus);Machine Hip Abduction;2;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
6;4;Legs (Hypertrophy Focus);Standing Calf Raise;2;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
7;0;Upper (Strength Focus);45° Incline DB Press;3;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
7;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
7;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
7;0;Upper (Strength Focus);High-Cable Lateral Raise;2;10-12;Focus on squeezing your lateral delt to move the weight.
7;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
7;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);2;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
7;0;Upper (Strength Focus);Bayesian Cable Curl;2;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
7;1;Lower (Strength Focus);Lying Leg Curl;2;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
7;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
7;1;Lower (Strength Focus);45° Hyperextension;3;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
7;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
7;1;Lower (Strength Focus);Leg Press Calf Press;3;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
7;1;Lower (Strength Focus);Machine Crunch;2;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
7;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
7;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;3;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
7;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;2;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
7;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
7;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;2;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
7;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
7;2;Pull (Hypertrophy Focus); DB Concentration Curl;2;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
7;3;Push (Hypertrophy Focus);Machine Chest Press;3;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
7;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
7;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;2;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
7;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;2;12-15;Focus on squeezing your lateral delt to move the weight.
7;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
7;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);2;15-20;Focus on squeezing your triceps to move the weight
7;3;Push (Hypertrophy Focus);Ab Wheel Rollout;2;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
7;4;Legs (Hypertrophy Focus);Hack Squat;3;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
7;4;Legs (Hypertrophy Focus);Seated Leg Curl;3;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
7;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
7;4;Legs (Hypertrophy Focus);Leg Extension;2;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
7;4;Legs (Hypertrophy Focus);Machine Hip Adduction;2;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
7;4;Legs (Hypertrophy Focus);Machine Hip Abduction;2;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
7;4;Legs (Hypertrophy Focus);Standing Calf Raise;2;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
8;0;Upper (Strength Focus);45° Incline DB Press;3;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
8;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
8;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
8;0;Upper (Strength Focus);High-Cable Lateral Raise;2;10-12;Focus on squeezing your lateral delt to move the weight.
8;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
8;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);2;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
8;0;Upper (Strength Focus);Bayesian Cable Curl;2;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
8;1;Lower (Strength Focus);Lying Leg Curl;2;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
8;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
8;1;Lower (Strength Focus);45° Hyperextension;3;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
8;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
8;1;Lower (Strength Focus);Leg Press Calf Press;3;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
8;1;Lower (Strength Focus);Machine Crunch;2;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
8;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
8;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;3;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
8;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;2;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
8;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
8;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;2;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
8;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
8;2;Pull (Hypertrophy Focus); DB Concentration Curl;2;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
8;3;Push (Hypertrophy Focus);Machine Chest Press;3;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
8;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
8;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;2;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
8;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;2;12-15;Focus on squeezing your lateral delt to move the weight.
8;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
8;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);2;15-20;Focus on squeezing your triceps to move the weight
8;3;Push (Hypertrophy Focus);Ab Wheel Rollout;2;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
8;4;Legs (Hypertrophy Focus);Hack Squat;3;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
8;4;Legs (Hypertrophy Focus);Seated Leg Curl;3;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
8;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
8;4;Legs (Hypertrophy Focus);Leg Extension;2;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
8;4;Legs (Hypertrophy Focus);Machine Hip Adduction;2;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
8;4;Legs (Hypertrophy Focus);Machine Hip Abduction;2;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
8;4;Legs (Hypertrophy Focus);Standing Calf Raise;2;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
9;0;Upper (Strength Focus);45° Incline DB Press;3;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
9;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
9;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
9;0;Upper (Strength Focus);High-Cable Lateral Raise;2;10-12;Focus on squeezing your lateral delt to move the weight.
9;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
9;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);3;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
9;0;Upper (Strength Focus);Bayesian Cable Curl;3;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
9;1;Lower (Strength Focus);Lying Leg Curl;3;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
9;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
9;1;Lower (Strength Focus);45° Hyperextension;3;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
9;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
9;1;Lower (Strength Focus);Leg Press Calf Press;3;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
9;1;Lower (Strength Focus);Machine Crunch;3;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
9;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
9;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;3;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
9;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;3;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
9;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
9;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;3;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
9;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
9;2;Pull (Hypertrophy Focus); DB Concentration Curl;2;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
9;3;Push (Hypertrophy Focus);Machine Chest Press;3;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
9;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
9;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;3;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
9;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;3;12-15;Focus on squeezing your lateral delt to move the weight.
9;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
9;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);2;15-20;Focus on squeezing your triceps to move the weight
9;3;Push (Hypertrophy Focus);Ab Wheel Rollout;3;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
9;4;Legs (Hypertrophy Focus);Hack Squat;3;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
9;4;Legs (Hypertrophy Focus);Seated Leg Curl;3;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
9;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
9;4;Legs (Hypertrophy Focus);Leg Extension;3;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
9;4;Legs (Hypertrophy Focus);Machine Hip Adduction;3;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
9;4;Legs (Hypertrophy Focus);Machine Hip Abduction;3;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
9;4;Legs (Hypertrophy Focus);Standing Calf Raise;3;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
10;0;Upper (Strength Focus);45° Incline DB Press;3;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
10;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
10;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
10;0;Upper (Strength Focus);High-Cable Lateral Raise;2;10-12;Focus on squeezing your lateral delt to move the weight.
10;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
10;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);3;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
10;0;Upper (Strength Focus);Bayesian Cable Curl;3;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
10;1;Lower (Strength Focus);Lying Leg Curl;3;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
10;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
10;1;Lower (Strength Focus);45° Hyperextension;3;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
10;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
10;1;Lower (Strength Focus);Leg Press Calf Press;3;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
10;1;Lower (Strength Focus);Machine Crunch;3;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
10;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
10;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;3;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
10;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;3;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
10;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
10;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;3;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
10;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
10;2;Pull (Hypertrophy Focus); DB Concentration Curl;2;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
10;3;Push (Hypertrophy Focus);Machine Chest Press;3;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
10;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
10;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;3;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
10;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;3;12-15;Focus on squeezing your lateral delt to move the weight.
10;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
10;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);2;15-20;Focus on squeezing your triceps to move the weight
10;3;Push (Hypertrophy Focus);Ab Wheel Rollout;3;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
10;4;Legs (Hypertrophy Focus);Hack Squat;3;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
10;4;Legs (Hypertrophy Focus);Seated Leg Curl;3;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
10;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
10;4;Legs (Hypertrophy Focus);Leg Extension;3;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
10;4;Legs (Hypertrophy Focus);Machine Hip Adduction;3;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
10;4;Legs (Hypertrophy Focus);Machine Hip Abduction;3;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
10;4;Legs (Hypertrophy Focus);Standing Calf Raise;3;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
11;0;Upper (Strength Focus);45° Incline DB Press;4;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
11;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
11;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
11;0;Upper (Strength Focus);High-Cable Lateral Raise;3;10-12;Focus on squeezing your lateral delt to move the weight.
11;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
11;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);3;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
11;0;Upper (Strength Focus);Bayesian Cable Curl;3;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
11;1;Lower (Strength Focus);Lying Leg Curl;3;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
